,lat,lon,ano,mes
0,-8.238549579800534,321.0,1994,1
1,-8.238549579800534,321.0,1994,2
2,-8.238549579800534,321.0,1994,3
3,-8.238549579800534,321.0,1994,4
4,-8.238549579800534,321.0,1994,5
5,-8.238549579800534,321.0,1994,6
6,-8.238549579800534,321.0,1994,7
7,-8.238549579800534,321.0,1994,8
8,-8.238549579800534,321.0,1994,9
9,-8.238549579800534,321.0,1994,10
10,-8.238549579800534,321.0,1994,11
11,-8.238549579800534,321.0,1994,12
12,-8.238549579800534,321.0,1995,1
13,-8.238549579800534,321.0,1995,2
14,-8.238549579800534,321.0,1995,3
15,-8.238549579800534,321.0,1995,4
16,-8.238549579800534,321.0,1995,5
17,-8.238549579800534,321.0,1995,6
18,-8.238549579800534,321.0,1995,7
19,-8.238549579800534,321.0,1995,8
20,-8.238549579800534,321.0,1995,9
21,-8.238549579800534,321.0,1995,10
22,-8.238549579800534,321.0,1995,11
23,-8.238549579800534,321.0,1995,12
24,-8.238549579800534,321.0,1996,1
25,-8.238549579800534,321.0,1996,2
26,-8.238549579800534,321.0,1996,3
27,-8.238549579800534,321.0,1996,4
28,-8.238549579800534,321.0,1996,5
29,-8.238549579800534,321.0,1996,6
30,-8.238549579800534,321.0,1996,7
31,-8.238549579800534,321.0,1996,8
32,-8.238549579800534,321.0,1996,9
33,-8.238549579800534,321.0,1996,10
34,-8.238549579800534,321.0,1996,11
35,-8.238549579800534,321.0,1996,12
36,-8.238549579800534,321.0,1997,1
37,-8.238549579800534,321.0,1997,2
38,-8.238549579800534,321.0,1997,3
39,-8.238549579800534,321.0,1997,4
40,-8.238549579800534,321.0,1997,5
41,-8.238549579800534,321.0,1997,6
42,-8.238549579800534,321.0,1997,7
43,-8.238549579800534,321.0,1997,8
44,-8.238549579800534,321.0,1997,9
45,-8.238549579800534,321.0,1997,10
46,-8.238549579800534,321.0,1997,11
47,-8.238549579800534,321.0,1997,12
48,-8.238549579800534,321.0,1998,1
49,-8.238549579800534,321.0,1998,2
50,-8.238549579800534,321.0,1998,3
51,-8.238549579800534,321.0,1998,4
52,-8.238549579800534,321.0,1998,5
53,-8.238549579800534,321.0,1998,6
54,-8.238549579800534,321.0,1998,7
55,-8.238549579800534,321.0,1998,8
56,-8.238549579800534,321.0,1998,9
57,-8.238549579800534,321.0,1998,10
58,-8.238549579800534,321.0,1998,11
59,-8.238549579800534,321.0,1998,12
60,-8.238549579800534,321.0,1999,1
61,-8.238549579800534,321.0,1999,2
62,-8.238549579800534,321.0,1999,3
63,-8.238549579800534,321.0,1999,4
64,-8.238549579800534,321.0,1999,5
65,-8.238549579800534,321.0,1999,6
66,-8.238549579800534,321.0,1999,7
67,-8.238549579800534,321.0,1999,8
68,-8.238549579800534,321.0,1999,9
69,-8.238549579800534,321.0,1999,10
70,-8.238549579800534,321.0,1999,11
71,-8.238549579800534,321.0,1999,12
72,-8.238549579800534,321.0,2000,1
73,-8.238549579800534,321.0,2000,2
74,-8.238549579800534,321.0,2000,3
75,-8.238549579800534,321.0,2000,4
76,-8.238549579800534,321.0,2000,5
77,-8.238549579800534,321.0,2000,6
78,-8.238549579800534,321.0,2000,7
79,-8.238549579800534,321.0,2000,8
80,-8.238549579800534,321.0,2000,9
81,-8.238549579800534,321.0,2000,10
82,-8.238549579800534,321.0,2000,11
83,-8.238549579800534,321.0,2000,12
84,-8.238549579800534,321.0,2001,1
85,-8.238549579800534,321.0,2001,2
86,-8.238549579800534,321.0,2001,3
87,-8.238549579800534,321.0,2001,4
88,-8.238549579800534,321.0,2001,5
89,-8.238549579800534,321.0,2001,6
90,-8.238549579800534,321.0,2001,7
91,-8.238549579800534,321.0,2001,8
92,-8.238549579800534,321.0,2001,9
