,lat,lon,ano,mes,IDW
113,-8.238549579800534,321.0,2003,6,7.100358354262088
114,-8.238549579800534,321.0,2003,7,6.691063679453867
115,-8.238549579800534,321.0,2003,8,12.978633965307834
116,-8.238549579800534,321.0,2003,9,10.62262531562025
117,-8.238549579800534,321.0,2003,10,0.513109787071807
118,-8.238549579800534,321.0,2003,11,20.156234600538138
119,-8.238549579800534,321.0,2003,12,10.184621674158464
120,-8.238549579800534,321.0,2004,1,448.40427255030374
121,-8.238549579800534,321.0,2004,2,258.66173639020997
122,-8.238549579800534,321.0,2004,3,115.68516809150547
123,-8.238549579800534,321.0,2004,4,35.73890851139354
124,-8.238549579800534,321.0,2004,5,74.79634410612414
125,-8.238549579800534,321.0,2004,6,22.519414610224167
126,-8.238549579800534,321.0,2004,7,25.270071216056834
127,-8.238549579800534,321.0,2004,8,8.010297194372628
128,-8.238549579800534,321.0,2004,9,0.2077183027047151
129,-8.238549579800534,321.0,2004,10,0.0
130,-8.238549579800534,321.0,2004,11,10.913100673778537
131,-8.238549579800534,321.0,2004,12,56.20354754654285
132,-8.238549579800534,321.0,2005,1,81.41875029649741
133,-8.238549579800534,321.0,2005,2,47.129577205728744
134,-8.238549579800534,321.0,2005,3,263.1022108396183
135,-8.238549579800534,321.0,2005,4,61.484397667436106
136,-8.238549579800534,321.0,2005,5,57.45817654968465
137,-8.238549579800534,321.0,2005,6,47.22101185986732
138,-8.238549579800534,321.0,2005,7,6.877671185720602
139,-8.238549579800534,321.0,2005,8,6.466525430427278
140,-8.238549579800534,321.0,2005,9,0.0
141,-8.238549579800534,321.0,2005,10,0.0
142,-8.238549579800534,321.0,2005,11,1.0122616306656318
143,-8.238549579800534,321.0,2005,12,65.97032939835208
144,-8.238549579800534,321.0,2006,1,19.97838467874365
145,-8.238549579800534,321.0,2006,2,163.23623414253882
146,-8.238549579800534,321.0,2006,3,332.1830851997202
147,-8.238549579800534,321.0,2006,4,197.6235895758553
148,-8.238549579800534,321.0,2006,5,53.871019654952406
149,-8.238549579800534,321.0,2006,6,16.970655895066248
150,-8.238549579800534,321.0,2006,7,12.791863582802874
151,-8.238549579800534,321.0,2006,8,0.5554971887126736
152,-8.238549579800534,321.0,2006,9,1.8197101860518075
153,-8.238549579800534,321.0,2006,10,19.824963844895866
154,-8.238549579800534,321.0,2006,11,3.7286937441903727
155,-8.238549579800534,321.0,2006,12,32.45497671799663
156,-8.238549579800534,321.0,2007,1,55.25349428634892
157,-8.238549579800534,321.0,2007,2,269.28645147469314
158,-8.238549579800534,321.0,2007,3,93.82194752285456
159,-8.238549579800534,321.0,2007,4,65.86533113710742
160,-8.238549579800534,321.0,2007,5,52.03512377520658
161,-8.238549579800534,321.0,2007,6,5.905613749891094
162,-8.238549579800534,321.0,2007,7,0.7511895892292654
163,-8.238549579800534,321.0,2007,8,0.0
164,-8.238549579800534,321.0,2007,9,1.4810665539131456
165,-8.238549579800534,321.0,2007,10,4.6981536425302135
166,-8.238549579800534,321.0,2007,11,5.251815449367373
167,-8.238549579800534,321.0,2007,12,16.686284600307037
168,-8.238549579800534,321.0,2008,1,112.3385958338721
169,-8.238549579800534,321.0,2008,2,180.77387315843575
170,-8.238549579800534,321.0,2008,3,398.0910951471359
171,-8.238549579800534,321.0,2008,4,232.8168594319199
172,-8.238549579800534,321.0,2008,5,99.89018528889807
173,-8.238549579800534,321.0,2008,6,7.223150298153038
174,-8.238549579800534,321.0,2008,7,18.11400887731637
175,-8.238549579800534,321.0,2008,8,11.21038741588745
176,-8.238549579800534,321.0,2008,9,0.6003255331098598
177,-8.238549579800534,321.0,2008,10,0.45495211529558094
178,-8.238549579800534,321.0,2008,11,1.8987311254959185
179,-8.238549579800534,321.0,2008,12,9.46425047535839
180,-8.238549579800534,321.0,2009,1,171.5820905766304
181,-8.238549579800534,321.0,2009,2,156.32811615587147
182,-8.238549579800534,321.0,2009,3,117.94500215671735
183,-8.238549579800534,321.0,2009,4,242.55861403697864
184,-8.238549579800534,321.0,2009,5,227.90686440050732
185,-8.238549579800534,321.0,2009,6,14.873398746966913
186,-8.238549579800534,321.0,2009,7,21.19513175006745
187,-8.238549579800534,321.0,2009,8,6.282325888934708
188,-8.238549579800534,321.0,2009,9,2.924692169757306
189,-8.238549579800534,321.0,2009,10,14.962755959861521
190,-8.238549579800534,321.0,2009,11,9.873072776187676
191,-8.238549579800534,321.0,2009,12,49.54616084020984
192,-8.238549579800534,321.0,2010,1,167.11422444905165
193,-8.238549579800534,321.0,2010,2,50.238658029674745
194,-8.238549579800534,321.0,2010,3,52.732897516181
195,-8.238549579800534,321.0,2010,4,136.15831991541475
196,-8.238549579800534,321.0,2010,5,19.447321357136282
197,-8.238549579800534,321.0,2010,6,38.579755957706716
198,-8.238549579800534,321.0,2010,7,7.446488425884319
199,-8.238549579800534,321.0,2010,8,0.0
200,-8.238549579800534,321.0,2010,9,0.5644446667358168
201,-8.238549579800534,321.0,2010,10,103.92681900991033
202,-8.238549579800534,321.0,2010,11,0.6500967177206075
203,-8.238549579800534,321.0,2010,12,158.01734685990724
204,-8.238549579800534,321.0,2011,1,184.0722917036931
205,-8.238549579800534,321.0,2011,2,232.23027670012797
206,-8.238549579800534,321.0,2011,3,102.4641070476436
207,-8.238549579800534,321.0,2011,4,132.94378275065577
208,-8.238549579800534,321.0,2011,5,95.04156716928308
209,-8.238549579800534,321.0,2011,6,7.8751884970005905
210,-8.238549579800534,321.0,2011,7,16.426166131510428
211,-8.238549579800534,321.0,2011,8,9.256853069061055
212,-8.238549579800534,321.0,2011,9,0.25997263731176057
213,-8.238549579800534,321.0,2011,10,79.37474228787086
214,-8.238549579800534,321.0,2011,11,47.48900326149108
215,-8.238549579800534,321.0,2011,12,22.10773357988648
216,-8.238549579800534,321.0,2012,1,46.85424022367274
217,-8.238549579800534,321.0,2012,2,118.41049068116546
218,-8.238549579800534,321.0,2012,3,87.38347676739566
219,-8.238549579800534,321.0,2012,4,30.7125963066203
220,-8.238549579800534,321.0,2012,5,22.147355599437738
221,-8.238549579800534,321.0,2012,6,10.601458965236587
222,-8.238549579800534,321.0,2012,7,2.639082420997062
223,-8.238549579800534,321.0,2012,8,0.9535411576801699
224,-8.238549579800534,321.0,2012,9,0.26081169216522226
225,-8.238549579800534,321.0,2012,10,0.09188634109652832
226,-8.238549579800534,321.0,2012,11,6.865459868793289
227,-8.238549579800534,321.0,2012,12,7.426856919659784
228,-8.238549579800534,321.0,2013,1,45.258750800713116
229,-8.238549579800534,321.0,2013,2,72.41753348797528
230,-8.238549579800534,321.0,2013,3,222.31054814142658
231,-8.238549579800534,321.0,2013,4,181.28835725316677
232,-8.238549579800534,321.0,2013,5,50.762418344282956
233,-8.238549579800534,321.0,2013,6,44.40177489994456
234,-8.238549579800534,321.0,2013,7,17.47523817667069
235,-8.238549579800534,321.0,2013,8,0.9140233220161083
236,-8.238549579800534,321.0,2013,9,0.0
237,-8.238549579800534,321.0,2013,10,2.3054064569788153
238,-8.238549579800534,321.0,2013,11,6.042860637726111
239,-8.238549579800534,321.0,2013,12,133.27333418945858
240,-8.238549579800534,321.0,2014,1,42.4495517225532
241,-8.238549579800534,321.0,2014,2,77.94618937551338
242,-8.238549579800534,321.0,2014,3,212.4567156303526
243,-8.238549579800534,321.0,2014,4,110.29472584080153
244,-8.238549579800534,321.0,2014,5,70.49240142737146
245,-8.238549579800534,321.0,2014,6,11.390971101926318
246,-8.238549579800534,321.0,2014,7,35.123008342850135
247,-8.238549579800534,321.0,2014,8,0.11456682188453554
248,-8.238549579800534,321.0,2014,9,3.1048124633229017
249,-8.238549579800534,321.0,2014,10,12.385948016583283
250,-8.238549579800534,321.0,2014,11,50.77336184897118
251,-8.238549579800534,321.0,2014,12,34.61262036053378
252,-8.238549579800534,321.0,2015,1,26.376494610286347
253,-8.238549579800534,321.0,2015,2,63.63481160515203
254,-8.238549579800534,321.0,2015,3,248.97086322951557
255,-8.238549579800534,321.0,2015,4,89.60963031527638
256,-8.238549579800534,321.0,2015,5,49.55116079187412
257,-8.238549579800534,321.0,2015,6,31.88218801174783
258,-8.238549579800534,321.0,2015,7,57.3573588794982
259,-8.238549579800534,321.0,2015,8,0.48723407339782104
260,-8.238549579800534,321.0,2015,9,0.0
261,-8.238549579800534,321.0,2015,10,1.5313558860832182
262,-8.238549579800534,321.0,2015,11,0.8526093414485171
263,-8.238549579800534,321.0,2015,12,31.86548446631862
264,-8.238549579800534,321.0,2016,1,158.8495186824987
265,-8.238549579800534,321.0,2016,2,75.10845742706815
266,-8.238549579800534,321.0,2016,3,158.19715184174768
267,-8.238549579800534,321.0,2016,4,35.4940477039751
268,-8.238549579800534,321.0,2016,5,26.890703977978937
269,-8.238549579800534,321.0,2016,6,5.315894489340414
270,-8.238549579800534,321.0,2016,7,0.7958978308025313
271,-8.238549579800534,321.0,2016,8,0.0
272,-8.238549579800534,321.0,2016,9,0.07050265962125264
273,-8.238549579800534,321.0,2016,10,1.784765198960622
274,-8.238549579800534,321.0,2016,11,1.240629500328512
275,-8.238549579800534,321.0,2016,12,20.405041570000236
276,-8.238549579800534,321.0,2017,1,67.76703550522394
277,-8.238549579800534,321.0,2017,2,121.30203506542041
278,-8.238549579800534,321.0,2017,3,174.25464811253235
279,-8.238549579800534,321.0,2017,4,182.64541270778315
280,-8.238549579800534,321.0,2017,5,30.545468904205634
281,-8.238549579800534,321.0,2017,6,55.826186423417255
282,-8.238549579800534,321.0,2017,7,16.958044794223248
283,-8.238549579800534,321.0,2017,8,0.0
284,-8.238549579800534,321.0,2017,9,0.6873407457654476
285,-8.238549579800534,321.0,2017,10,3.412140864716857
286,-8.238549579800534,321.0,2017,11,6.554571589851174
287,-8.238549579800534,321.0,2017,12,13.537577388534318
288,-8.238549579800534,321.0,2018,1,90.38580487198466
289,-8.238549579800534,321.0,2018,2,249.32003494150544
290,-8.238549579800534,321.0,2018,3,89.94572310197078
291,-8.238549579800534,321.0,2018,4,236.4777953317592
292,-8.238549579800534,321.0,2018,5,42.05637616870074
293,-8.238549579800534,321.0,2018,6,0.169404202732249
294,-8.238549579800534,321.0,2018,7,1.9325279367251145
295,-8.238549579800534,321.0,2018,8,0.0
296,-8.238549579800534,321.0,2018,9,7.011632808601297
297,-8.238549579800534,321.0,2018,10,5.246798583045043
298,-8.238549579800534,321.0,2018,11,46.75983410328947
299,-8.238549579800534,321.0,2018,12,126.44835872897846
300,-8.238549579800534,321.0,2019,1,57.46449241079887
301,-8.238549579800534,321.0,2019,2,122.46701398614506
302,-8.238549579800534,321.0,2019,3,221.71296861794212
303,-8.238549579800534,321.0,2019,4,124.67847565702056
304,-8.238549579800534,321.0,2019,5,91.70862288140862
305,-8.238549579800534,321.0,2019,6,32.619590706314696
306,-8.238549579800534,321.0,2019,7,5.531057199007916
307,-8.238549579800534,321.0,2019,8,1.0496102259001994
308,-8.238549579800534,321.0,2019,9,6.5464385614332725
309,-8.238549579800534,321.0,2019,10,7.618838532603686
310,-8.238549579800534,321.0,2019,11,52.57142909128496
311,-8.238549579800534,321.0,2019,12,17.812350293401895
312,-8.238549579800534,321.0,2020,1,120.11069070029913
313,-8.238549579800534,321.0,2020,2,219.9223086492774
314,-8.238549579800534,321.0,2020,3,366.81032125481136
315,-8.238549579800534,321.0,2020,4,182.0781617043854
316,-8.238549579800534,321.0,2020,5,67.28888715243833
317,-8.238549579800534,321.0,2020,6,24.72223539381408
318,-8.238549579800534,321.0,2020,7,2.2545741497971776
319,-8.238549579800534,321.0,2020,8,0.0
320,-8.238549579800534,321.0,2020,9,5.218881483592933
321,-8.238549579800534,321.0,2020,10,2.6285759631707473
322,-8.238549579800534,321.0,2020,11,82.61557910406876
323,-8.238549579800534,321.0,2020,12,38.88905723255167
324,-8.238549579800534,321.0,2021,1,42.9158992365675
325,-8.238549579800534,321.0,2021,2,204.2387928910651
326,-8.238549579800534,321.0,2021,3,185.21887062913245
327,-8.238549579800534,321.0,2021,4,158.85538659041978
328,-8.238549579800534,321.0,2021,5,19.269236642066474
329,-8.238549579800534,321.0,2021,6,1.9368146835319215
330,-8.238549579800534,321.0,2021,7,27.936134634199313
331,-8.238549579800534,321.0,2021,8,1.4048558300543632
332,-8.238549579800534,321.0,2021,9,7.04014992260086
333,-8.238549579800534,321.0,2021,10,46.77135543637804
334,-8.238549579800534,321.0,2021,11,31.147726444539177
335,-8.238549579800534,321.0,2021,12,95.32709781950417
336,-8.238549579800534,321.0,2022,1,189.38312628595568
337,-8.238549579800534,321.0,2022,2,67.89896909135452
338,-8.238549579800534,321.0,2022,3,238.03225987167536
339,-8.238549579800534,321.0,2022,4,126.64992820502232
340,-8.238549579800534,321.0,2022,5,50.305005553321294
341,-8.238549579800534,321.0,2022,6,57.08884081563478
342,-8.238549579800534,321.0,2022,7,26.89106521937766
343,-8.238549579800534,321.0,2022,8,14.451678400216595
344,-8.238549579800534,321.0,2022,9,1.3896362318516409
345,-8.238549579800534,321.0,2022,10,16.424884539351332
346,-8.238549579800534,321.0,2022,11,114.7365396614554
347,-8.238549579800534,321.0,2022,12,63.351225173392386
348,-8.238549579800534,321.0,2023,1,99.76427684574432
349,-8.238549579800534,321.0,2023,2,93.20741073329532
350,-8.238549579800534,321.0,2023,3,329.907301344032
351,-8.238549579800534,321.0,2023,4,125.29337372436513
352,-8.238549579800534,321.0,2023,5,65.81452844460293
353,-8.238549579800534,321.0,2023,6,14.702950721395064
354,-8.238549579800534,321.0,2023,7,33.459821818358265
355,-8.238549579800534,321.0,2023,8,17.007302581892205
356,-8.238549579800534,321.0,2023,9,3.6623397897058627
357,-8.238549579800534,321.0,2023,10,0.47138560760277987
358,-8.238549579800534,321.0,2023,11,16.598713765635104
359,-8.238549579800534,321.0,2023,12,48.749137009440474
360,-8.238549579800534,321.5,1994,1,288.10138978715156
361,-8.238549579800534,321.5,1994,2,195.1355076446658
362,-8.238549579800534,321.5,1994,3,157.53873896825164
363,-8.238549579800534,321.5,1994,4,162.74441533449146
364,-8.238549579800534,321.5,1994,5,113.87749022216632
365,-8.238549579800534,321.5,1994,6,86.67178289448792
366,-8.238549579800534,321.5,1994,7,9.568872147170806
367,-8.238549579800534,321.5,1994,8,0.016762738696017226
368,-8.238549579800534,321.5,1994,9,2.788461667772036
369,-8.238549579800534,321.5,1994,10,4.730920005514424
370,-8.238549579800534,321.5,1994,11,0.011076290805379361
371,-8.238549579800534,321.5,1994,12,78.67327976033353
372,-8.238549579800534,321.5,1995,1,63.34133214852448
373,-8.238549579800534,321.5,1995,2,142.28785947428835
374,-8.238549579800534,321.5,1995,3,273.1759537429681
375,-8.238549579800534,321.5,1995,4,208.43559165733876
376,-8.238549579800534,321.5,1995,5,116.47938943695715
377,-8.238549579800534,321.5,1995,6,24.898060128355507
378,-8.238549579800534,321.5,1995,7,21.02488655060461
379,-8.238549579800534,321.5,1995,8,0.7196409315267375
380,-8.238549579800534,321.5,1995,9,0.0
381,-8.238549579800534,321.5,1995,10,1.5777003563531702
382,-8.238549579800534,321.5,1995,11,76.80551366255182
383,-8.238549579800534,321.5,1995,12,12.120899310475902
384,-8.238549579800534,321.5,1996,1,119.48976150434714
385,-8.238549579800534,321.5,1996,2,138.5218213089953
386,-8.238549579800534,321.5,1996,3,223.8936810163069
387,-8.238549579800534,321.5,1996,4,130.49852169556098
388,-8.238549579800534,321.5,1996,5,66.44751956498105
389,-8.238549579800534,321.5,1996,6,19.917465745267194
390,-8.238549579800534,321.5,1996,7,3.797697303984311
391,-8.238549579800534,321.5,1996,8,7.94018533876269
392,-8.238549579800534,321.5,1996,9,1.7480466205168708
393,-8.238549579800534,321.5,1996,10,1.1574570710386223
394,-8.238549579800534,321.5,1996,11,48.16490279865495
395,-8.238549579800534,321.5,1996,12,45.16366299308973
396,-8.238549579800534,321.5,1997,1,127.73727613719964
397,-8.238549579800534,321.5,1997,2,53.648019876522355
398,-8.238549579800534,321.5,1997,3,214.30752487872084
399,-8.238549579800534,321.5,1997,4,121.62563430882558
400,-8.238549579800534,321.5,1997,5,82.60001754772783
401,-8.238549579800534,321.5,1997,6,24.442850596170285
402,-8.238549579800534,321.5,1997,7,29.326670403147507
403,-8.238549579800534,321.5,1997,8,5.96404699900844
404,-8.238549579800534,321.5,1997,9,0.0
405,-8.238549579800534,321.5,1997,10,21.97975350563167
406,-8.238549579800534,321.5,1997,11,63.568260263317995
407,-8.238549579800534,321.5,1997,12,52.93013396954549
408,-8.238549579800534,321.5,1998,1,85.64834374771243
409,-8.238549579800534,321.5,1998,2,35.61436656985026
410,-8.238549579800534,321.5,1998,3,97.22593302612725
411,-8.238549579800534,321.5,1998,4,66.6852169203673
412,-8.238549579800534,321.5,1998,5,0.02652584814426935
413,-8.238549579800534,321.5,1998,6,3.052206485195195
414,-8.238549579800534,321.5,1998,7,4.177471102023652
415,-8.238549579800534,321.5,1998,8,3.817106577636029
416,-8.238549579800534,321.5,1998,9,0.0
417,-8.238549579800534,321.5,1998,10,0.0004623804671303503
418,-8.238549579800534,321.5,1998,11,0.6700347411418409
419,-8.238549579800534,321.5,1998,12,14.784373861963816
420,-8.238549579800534,321.5,1999,1,95.44407037244356
421,-8.238549579800534,321.5,1999,2,110.8179366087911
422,-8.238549579800534,321.5,1999,3,265.0584474467159
423,-8.238549579800534,321.5,1999,4,37.30933928577019
424,-8.238549579800534,321.5,1999,5,81.98974111171563
425,-8.238549579800534,321.5,1999,6,2.3243053664063615
426,-8.238549579800534,321.5,1999,7,15.405062441971397
427,-8.238549579800534,321.5,1999,8,0.08272920162098164
428,-8.238549579800534,321.5,1999,9,0.00951727554562322
429,-8.238549579800534,321.5,1999,10,19.315881967754304
430,-8.238549579800534,321.5,1999,11,54.36491098427922
431,-8.238549579800534,321.5,1999,12,98.15627015841824
432,-8.238549579800534,321.5,2000,1,118.33911405513908
433,-8.238549579800534,321.5,2000,2,173.3164579827001
434,-8.238549579800534,321.5,2000,3,139.50622068908564
435,-8.238549579800534,321.5,2000,4,225.86499403693816
436,-8.238549579800534,321.5,2000,5,32.20422355079778
437,-8.238549579800534,321.5,2000,6,16.015358961619462
438,-8.238549579800534,321.5,2000,7,15.411092052202573
439,-8.238549579800534,321.5,2000,8,14.009193723580648
440,-8.238549579800534,321.5,2000,9,26.192361776510772
441,-8.238549579800534,321.5,2000,10,13.171295870953745
442,-8.238549579800534,321.5,2000,11,0.19195883728982985
443,-8.238549579800534,321.5,2000,12,97.21978117299793
444,-8.238549579800534,321.5,2001,1,34.25676159051234
445,-8.238549579800534,321.5,2001,2,88.68883312148628
446,-8.238549579800534,321.5,2001,3,242.86631282911088
447,-8.238549579800534,321.5,2001,4,37.157201136500724
448,-8.238549579800534,321.5,2001,5,41.545559945371586
449,-8.238549579800534,321.5,2001,6,23.993787935292975
450,-8.238549579800534,321.5,2001,7,20.407836912846523
451,-8.238549579800534,321.5,2001,8,3.6751319672108282
452,-8.238549579800534,321.5,2001,9,3.158196508819855
453,-8.238549579800534,321.5,2001,10,41.3394194649131
454,-8.238549579800534,321.5,2001,11,6.822071543320174
455,-8.238549579800534,321.5,2001,12,81.64056039711939
456,-8.238549579800534,321.5,2002,1,300.6690088221553
457,-8.238549579800534,321.5,2002,2,73.50041714064771
458,-8.238549579800534,321.5,2002,3,170.63235521612796
459,-8.238549579800534,321.5,2002,4,59.986821466916545
460,-8.238549579800534,321.5,2002,5,79.09894576751579
461,-8.238549579800534,321.5,2002,6,8.221269014433448
462,-8.238549579800534,321.5,2002,7,34.17612163296827
463,-8.238549579800534,321.5,2002,8,0.2687034798831612
464,-8.238549579800534,321.5,2002,9,1.7001131796760016
465,-8.238549579800534,321.5,2002,10,1.2435583996497994
466,-8.238549579800534,321.5,2002,11,8.288636183070894
467,-8.238549579800534,321.5,2002,12,65.97373492798076
468,-8.238549579800534,321.5,2003,1,199.63118456636337
469,-8.238549579800534,321.5,2003,2,138.56107329535038
470,-8.238549579800534,321.5,2003,3,206.07925370332788
471,-8.238549579800534,321.5,2003,4,78.06631147185226
472,-8.238549579800534,321.5,2003,5,20.64259035143898
473,-8.238549579800534,321.5,2003,6,7.123813078022909
474,-8.238549579800534,321.5,2003,7,7.96532980400777
475,-8.238549579800534,321.5,2003,8,15.297320531660038
476,-8.238549579800534,321.5,2003,9,11.546549038613197
477,-8.238549579800534,321.5,2003,10,0.5341520218933237
478,-8.238549579800534,321.5,2003,11,24.16034716339107
479,-8.238549579800534,321.5,2003,12,10.91959225558491
480,-8.238549579800534,321.5,2004,1,457.789115757443
481,-8.238549579800534,321.5,2004,2,240.0731518299718
482,-8.238549579800534,321.5,2004,3,113.28290994178676
483,-8.238549579800534,321.5,2004,4,39.74194233779991
484,-8.238549579800534,321.5,2004,5,78.49990438567484
485,-8.238549579800534,321.5,2004,6,21.39014212217771
486,-8.238549579800534,321.5,2004,7,29.517145358357055
487,-8.238549579800534,321.5,2004,8,10.802262052297088
488,-8.238549579800534,321.5,2004,9,0.24298263426570563
489,-8.238549579800534,321.5,2004,10,0.0
490,-8.238549579800534,321.5,2004,11,10.612408636820696
491,-8.238549579800534,321.5,2004,12,54.76854874007023
492,-8.238549579800534,321.5,2005,1,78.97330819715933
493,-8.238549579800534,321.5,2005,2,52.72609051942423
494,-8.238549579800534,321.5,2005,3,248.65837593647785
495,-8.238549579800534,321.5,2005,4,61.017554070529165
496,-8.238549579800534,321.5,2005,5,60.494256092051664
