,lat,lon,ano,mes,pr_local
0,-8.238549579800534,321.0,1994,1,255.3371824044958
1,-8.238549579800534,321.0,1994,2,203.43543948328275
2,-8.238549579800534,321.0,1994,3,142.94508660538068
3,-8.238549579800534,321.0,1994,4,163.3787363989165
4,-8.238549579800534,321.0,1994,5,140.4819455675129
5,-8.238549579800534,321.0,1994,6,100.18160119386017
6,-8.238549579800534,321.0,1994,7,18.521856191484137
7,-8.238549579800534,321.0,1994,8,2.9052852268407934
8,-8.238549579800534,321.0,1994,9,4.431083877179416
9,-8.238549579800534,321.0,1994,10,6.337940317241598
10,-8.238549579800534,321.0,1994,11,2.0950182101286354
11,-8.238549579800534,321.0,1994,12,99.9702200011334
12,-8.238549579800534,321.0,1995,1,83.00774160258904
13,-8.238549579800534,321.0,1995,2,137.45512174823915
14,-8.238549579800534,321.0,1995,3,255.24119348566262
15,-8.238549579800534,321.0,1995,4,262.5067657966265
16,-8.238549579800534,321.0,1995,5,140.4819455675129
17,-8.238549579800534,321.0,1995,6,32.23743369479648
18,-8.238549579800534,321.0,1995,7,29.23356362165956
19,-8.238549579800534,321.0,1995,8,2.9052852268407934
20,-8.238549579800534,321.0,1995,9,2.2620490656833865
21,-8.238549579800534,321.0,1995,10,3.356576471621819
22,-8.238549579800534,321.0,1995,11,87.25603381690159
23,-8.238549579800534,321.0,1995,12,16.353566430428334
24,-8.238549579800534,321.0,1996,1,136.91200020516433
25,-8.238549579800534,321.0,1996,2,141.79216109256296
26,-8.238549579800534,321.0,1996,3,247.80488770862155
27,-8.238549579800534,321.0,1996,4,154.48121035703016
28,-8.238549579800534,321.0,1996,5,103.139902856339
29,-8.238549579800534,321.0,1996,6,26.81375334537329
30,-8.238549579800534,321.0,1996,7,8.952187375703808
31,-8.238549579800534,321.0,1996,8,10.069407356402648
32,-8.238549579800534,321.0,1996,9,3.4662205077915194
33,-8.238549579800534,321.0,1996,10,4.918093052816167
34,-8.238549579800534,321.0,1996,11,51.78952472722239
35,-8.238549579800534,321.0,1996,12,48.28176024460928
36,-8.238549579800534,321.0,1997,1,133.7058168700359
37,-8.238549579800534,321.0,1997,2,80.66228845006219
38,-8.238549579800534,321.0,1997,3,237.81537884536783
39,-8.238549579800534,321.0,1997,4,126.9136917133121
40,-8.238549579800534,321.0,1997,5,117.0956644768283
41,-8.238549579800534,321.0,1997,6,31.57511172836556
42,-8.238549579800534,321.0,1997,7,36.08327681643727
43,-8.238549579800534,321.0,1997,8,9.181984343841277
44,-8.238549579800534,321.0,1997,9,2.6480799602615694
45,-8.238549579800534,321.0,1997,10,29.67097566533934
46,-8.238549579800534,321.0,1997,11,85.77778491393317
47,-8.238549579800534,321.0,1997,12,55.30362812085148
48,-8.238549579800534,321.0,1998,1,110.16481973930713
49,-8.238549579800534,321.0,1998,2,41.87722347910142
50,-8.238549579800534,321.0,1998,3,126.56960649298692
51,-8.238549579800534,321.0,1998,4,90.68207766048992
52,-8.238549579800534,321.0,1998,5,7.657970633135715
53,-8.238549579800534,321.0,1998,6,11.051290942457983
54,-8.238549579800534,321.0,1998,7,9.688526859866377
55,-8.238549579800534,321.0,1998,8,5.957837157954814
56,-8.238549579800534,321.0,1998,9,3.064240353827812
57,-8.238549579800534,321.0,1998,10,2.777484162520157
58,-8.238549579800534,321.0,1998,11,3.7064196811712193
59,-8.238549579800534,321.0,1998,12,20.454595464677425
60,-8.238549579800534,321.0,1999,1,120.39557427732412
61,-8.238549579800534,321.0,1999,2,139.9309859367149
62,-8.238549579800534,321.0,1999,3,282.4180759622586
63,-8.238549579800534,321.0,1999,4,49.028313233055655
64,-8.238549579800534,321.0,1999,5,104.38884191245972
65,-8.238549579800534,321.0,1999,6,10.73111185186166
66,-8.238549579800534,321.0,1999,7,21.887434441817298
67,-8.238549579800534,321.0,1999,8,3.707476514985216
68,-8.238549579800534,321.0,1999,9,3.064240353827812
69,-8.238549579800534,321.0,1999,10,18.258546053241478
70,-8.238549579800534,321.0,1999,11,66.9434968282245
71,-8.238549579800534,321.0,1999,12,138.53473763375678
72,-8.238549579800534,321.0,2000,1,134.08737091119426
73,-8.238549579800534,321.0,2000,2,189.2791605968128
74,-8.238549579800534,321.0,2000,3,156.972727878232
75,-8.238549579800534,321.0,2000,4,257.9595148457026
76,-8.238549579800534,321.0,2000,5,45.232834216821246
77,-8.238549579800534,321.0,2000,6,23.789560691882187
78,-8.238549579800534,321.0,2000,7,23.219737015968633
79,-8.238549579800534,321.0,2000,8,16.4224072946252
80,-8.238549579800534,321.0,2000,9,35.28572664159377
81,-8.238549579800534,321.0,2000,10,18.260894399642236
82,-8.238549579800534,321.0,2000,11,3.4365716657463454
83,-8.238549579800534,321.0,2000,12,124.09609089194431
84,-8.238549579800534,321.0,2001,1,48.793917170323
85,-8.238549579800534,321.0,2001,2,112.73481654677188
86,-8.238549579800534,321.0,2001,3,286.01814715562926
87,-8.238549579800534,321.0,2001,4,42.399361745732485
88,-8.238549579800534,321.0,2001,5,47.74674510387881
89,-8.238549579800534,321.0,2001,6,34.72282853055656
90,-8.238549579800534,321.0,2001,7,24.169057419167885
91,-8.238549579800534,321.0,2001,8,6.604146587603123
92,-8.238549579800534,321.0,2001,9,6.847848201432806
93,-8.238549579800534,321.0,2001,10,52.56603385548417
94,-8.238549579800534,321.0,2001,11,11.199617573260333
95,-8.238549579800534,321.0,2001,12,118.11680503141285
96,-8.238549579800534,321.0,2002,1,260.10020154426496
97,-8.238549579800534,321.0,2002,2,93.68493043816643
98,-8.238549579800534,321.0,2002,3,194.77169599485654
