,Unnamed: 0,lat,lon,alt,bac,ano,mes,pr_local,pnt,IDW
1920,,-8.238549579800534,-36.5,,,2004,1,,-8.238549579800534;-36.5,286.56548721304233
1921,,-8.238549579800534,-36.5,,,2004,2,,-8.238549579800534;-36.5,89.66188141226425
1922,,-8.238549579800534,-36.5,,,2004,3,,-8.238549579800534;-36.5,33.910533051540014
1923,,-8.238549579800534,-36.5,,,2004,4,,-8.238549579800534;-36.5,45.86980033504624
1924,,-8.238549579800534,-36.5,,,2004,5,,-8.238549579800534;-36.5,26.67233898060505
1925,,-8.238549579800534,-36.5,,,2004,6,,-8.238549579800534;-36.5,20.88752607051976
1926,,-8.238549579800534,-36.5,,,2004,7,,-8.238549579800534;-36.5,62.17934145353897
1927,,-8.238549579800534,-36.5,,,2004,8,,-8.238549579800534;-36.5,8.364937961374052
1928,,-8.238549579800534,-36.5,,,2004,9,,-8.238549579800534;-36.5,0.0
1929,,-8.238549579800534,-36.5,,,2004,10,,-8.238549579800534;-36.5,0.0
1930,,-8.238549579800534,-36.5,,,2004,11,,-8.238549579800534;-36.5,1.845324267719484
1931,,-8.238549579800534,-36.5,,,2004,12,,-8.238549579800534;-36.5,17.92145329813171
1932,,-8.238549579800534,-36.5,,,2005,1,,-8.238549579800534;-36.5,49.4467104343961
1933,,-8.238549579800534,-36.5,,,2005,2,,-8.238549579800534;-36.5,23.179660440486945
1934,,-8.238549579800534,-36.5,,,2005,3,,-8.238549579800534;-36.5,196.2195245557828
1935,,-8.238549579800534,-36.5,,,2005,4,,-8.238549579800534;-36.5,37.272748396781516
1936,,-8.238549579800534,-36.5,,,2005,5,,-8.238549579800534;-36.5,63.92371881404017
1937,,-8.238549579800534,-36.5,,,2005,6,,-8.238549579800534;-36.5,59.30354356772992
1938,,-8.238549579800534,-36.5,,,2005,7,,-8.238549579800534;-36.5,6.072369262855394
1939,,-8.238549579800534,-36.5,,,2005,8,,-8.238549579800534;-36.5,6.009314693983931
1940,,-8.238549579800534,-36.5,,,2005,9,,-8.238549579800534;-36.5,0.0
1941,,-8.238549579800534,-36.5,,,2005,10,,-8.238549579800534;-36.5,0.0
