,lat,lon,ano,mes,pr_local
99,-8.238549579800534,321.0,2002,4,60.869003409579626
100,-8.238549579800534,321.0,2002,5,92.93027065897448
101,-8.238549579800534,321.0,2002,6,33.04690016396752
102,-8.238549579800534,321.0,2002,7,47.06717660801314
103,-8.238549579800534,321.0,2002,8,23.8099443520027
104,-8.238549579800534,321.0,2002,9,13.690991954446465
105,-8.238549579800534,321.0,2002,10,7.9978724976504365
106,-8.238549579800534,321.0,2002,11,11.530719141064514
107,-8.238549579800534,321.0,2002,12,43.42878094167798
108,-8.238549579800534,321.0,2003,1,167.33395101209814
109,-8.238549579800534,321.0,2003,2,117.32946168006006
110,-8.238549579800534,321.0,2003,3,197.86832322465267
111,-8.238549579800534,321.0,2003,4,86.14788824774139
112,-8.238549579800534,321.0,2003,5,37.3639793812471
