,lat,lon,ano,mes,pnt
5293,-7.73924355078599,323.0,2015,2,-7.73924355078599;323.0
5294,-7.73924355078599,323.0,2015,3,-7.73924355078599;323.0
5295,-7.73924355078599,323.0,2015,4,-7.73924355078599;323.0
5296,-7.73924355078599,323.0,2015,5,-7.73924355078599;323.0
5297,-7.73924355078599,323.0,2015,6,-7.73924355078599;323.0
5298,-7.73924355078599,323.0,2015,7,-7.73924355078599;323.0
5299,-7.73924355078599,323.0,2015,8,-7.73924355078599;323.0
5300,-7.73924355078599,323.0,2015,9,-7.73924355078599;323.0
5301,-7.73924355078599,323.0,2015,10,-7.73924355078599;323.0
5302,-7.73924355078599,323.0,2015,11,-7.73924355078599;323.0
5303,-7.73924355078599,323.0,2015,12,-7.73924355078599;323.0
5304,-7.73924355078599,323.0,2016,1,-7.73924355078599;323.0
5305,-7.73924355078599,323.0,2016,2,-7.73924355078599;323.0
5306,-7.73924355078599,323.0,2016,3,-7.73924355078599;323.0
5307,-7.73924355078599,323.0,2016,4,-7.73924355078599;323.0
5308,-7.73924355078599,323.0,2016,5,-7.73924355078599;323.0
5309,-7.73924355078599,323.0,2016,6,-7.73924355078599;323.0
5310,-7.73924355078599,323.0,2016,7,-7.73924355078599;323.0
5311,-7.73924355078599,323.0,2016,8,-7.73924355078599;323.0
5312,-7.73924355078599,323.0,2016,9,-7.73924355078599;323.0
5313,-7.73924355078599,323.0,2016,10,-7.73924355078599;323.0
5314,-7.73924355078599,323.0,2016,11,-7.73924355078599;323.0
5315,-7.73924355078599,323.0,2016,12,-7.73924355078599;323.0
5316,-7.73924355078599,323.0,2017,1,-7.73924355078599;323.0
5317,-7.73924355078599,323.0,2017,2,-7.73924355078599;323.0
5318,-7.73924355078599,323.0,2017,3,-7.73924355078599;323.0
5319,-7.73924355078599,323.0,2017,4,-7.73924355078599;323.0
5320,-7.73924355078599,323.0,2017,5,-7.73924355078599;323.0
5321,-7.73924355078599,323.0,2017,6,-7.73924355078599;323.0
5322,-7.73924355078599,323.0,2017,7,-7.73924355078599;323.0
5323,-7.73924355078599,323.0,2017,8,-7.73924355078599;323.0
5324,-7.73924355078599,323.0,2017,9,-7.73924355078599;323.0
5325,-7.73924355078599,323.0,2017,10,-7.73924355078599;323.0
5326,-7.73924355078599,323.0,2017,11,-7.73924355078599;323.0
5327,-7.73924355078599,323.0,2017,12,-7.73924355078599;323.0
5328,-7.73924355078599,323.0,2018,1,-7.73924355078599;323.0
5329,-7.73924355078599,323.0,2018,2,-7.73924355078599;323.0
5330,-7.73924355078599,323.0,2018,3,-7.73924355078599;323.0
5331,-7.73924355078599,323.0,2018,4,-7.73924355078599;323.0
5332,-7.73924355078599,323.0,2018,5,-7.73924355078599;323.0
5333,-7.73924355078599,323.0,2018,6,-7.73924355078599;323.0
5334,-7.73924355078599,323.0,2018,7,-7.73924355078599;323.0
5335,-7.73924355078599,323.0,2018,8,-7.73924355078599;323.0
5336,-7.73924355078599,323.0,2018,9,-7.73924355078599;323.0
5337,-7.73924355078599,323.0,2018,10,-7.73924355078599;323.0
5338,-7.73924355078599,323.0,2018,11,-7.73924355078599;323.0
5339,-7.73924355078599,323.0,2018,12,-7.73924355078599;323.0
5340,-7.73924355078599,323.0,2019,1,-7.73924355078599;323.0
5341,-7.73924355078599,323.0,2019,2,-7.73924355078599;323.0
5342,-7.73924355078599,323.0,2019,3,-7.73924355078599;323.0
5343,-7.73924355078599,323.0,2019,4,-7.73924355078599;323.0
5344,-7.73924355078599,323.0,2019,5,-7.73924355078599;323.0
5345,-7.73924355078599,323.0,2019,6,-7.73924355078599;323.0
5346,-7.73924355078599,323.0,2019,7,-7.73924355078599;323.0
5347,-7.73924355078599,323.0,2019,8,-7.73924355078599;323.0
5348,-7.73924355078599,323.0,2019,9,-7.73924355078599;323.0
5349,-7.73924355078599,323.0,2019,10,-7.73924355078599;323.0
5350,-7.73924355078599,323.0,2019,11,-7.73924355078599;323.0
5351,-7.73924355078599,323.0,2019,12,-7.73924355078599;323.0
5352,-7.73924355078599,323.0,2020,1,-7.73924355078599;323.0
5353,-7.73924355078599,323.0,2020,2,-7.73924355078599;323.0
5354,-7.73924355078599,323.0,2020,3,-7.73924355078599;323.0
5355,-7.73924355078599,323.0,2020,4,-7.73924355078599;323.0
5356,-7.73924355078599,323.0,2020,5,-7.73924355078599;323.0
5357,-7.73924355078599,323.0,2020,6,-7.73924355078599;323.0
5358,-7.73924355078599,323.0,2020,7,-7.73924355078599;323.0
5359,-7.73924355078599,323.0,2020,8,-7.73924355078599;323.0
5360,-7.73924355078599,323.0,2020,9,-7.73924355078599;323.0
5361,-7.73924355078599,323.0,2020,10,-7.73924355078599;323.0
5362,-7.73924355078599,323.0,2020,11,-7.73924355078599;323.0
5363,-7.73924355078599,323.0,2020,12,-7.73924355078599;323.0
5364,-7.73924355078599,323.0,2021,1,-7.73924355078599;323.0
5365,-7.73924355078599,323.0,2021,2,-7.73924355078599;323.0
5366,-7.73924355078599,323.0,2021,3,-7.73924355078599;323.0
5367,-7.73924355078599,323.0,2021,4,-7.73924355078599;323.0
5368,-7.73924355078599,323.0,2021,5,-7.73924355078599;323.0
5369,-7.73924355078599,323.0,2021,6,-7.73924355078599;323.0
5370,-7.73924355078599,323.0,2021,7,-7.73924355078599;323.0
5371,-7.73924355078599,323.0,2021,8,-7.73924355078599;323.0
5372,-7.73924355078599,323.0,2021,9,-7.73924355078599;323.0
5373,-7.73924355078599,323.0,2021,10,-7.73924355078599;323.0
5374,-7.73924355078599,323.0,2021,11,-7.73924355078599;323.0
5375,-7.73924355078599,323.0,2021,12,-7.73924355078599;323.0
5376,-7.73924355078599,323.0,2022,1,-7.73924355078599;323.0
5377,-7.73924355078599,323.0,2022,2,-7.73924355078599;323.0
5378,-7.73924355078599,323.0,2022,3,-7.73924355078599;323.0
5379,-7.73924355078599,323.0,2022,4,-7.73924355078599;323.0
5380,-7.73924355078599,323.0,2022,5,-7.73924355078599;323.0
5381,-7.73924355078599,323.0,2022,6,-7.73924355078599;323.0
5382,-7.73924355078599,323.0,2022,7,-7.73924355078599;323.0
5383,-7.73924355078599,323.0,2022,8,-7.73924355078599;323.0
5384,-7.73924355078599,323.0,2022,9,-7.73924355078599;323.0
5385,-7.73924355078599,323.0,2022,10,-7.73924355078599;323.0
5386,-7.73924355078599,323.0,2022,11,-7.73924355078599;323.0
5387,-7.73924355078599,323.0,2022,12,-7.73924355078599;323.0
5388,-7.73924355078599,323.0,2023,1,-7.73924355078599;323.0
5389,-7.73924355078599,323.0,2023,2,-7.73924355078599;323.0
5390,-7.73924355078599,323.0,2023,3,-7.73924355078599;323.0
5391,-7.73924355078599,323.0,2023,4,-7.73924355078599;323.0
5392,-7.73924355078599,323.0,2023,5,-7.73924355078599;323.0
5393,-7.73924355078599,323.0,2023,6,-7.73924355078599;323.0
5394,-7.73924355078599,323.0,2023,7,-7.73924355078599;323.0
5395,-7.73924355078599,323.0,2023,8,-7.73924355078599;323.0
5396,-7.73924355078599,323.0,2023,9,-7.73924355078599;323.0
5397,-7.73924355078599,323.0,2023,10,-7.73924355078599;323.0
5398,-7.73924355078599,323.0,2023,11,-7.73924355078599;323.0
5399,-7.73924355078599,323.0,2023,12,-7.73924355078599;323.0
5400,-7.73924355078599,323.5,1994,1,-7.73924355078599;323.5
5401,-7.73924355078599,323.5,1994,2,-7.73924355078599;323.5
5402,-7.73924355078599,323.5,1994,3,-7.73924355078599;323.5
5403,-7.73924355078599,323.5,1994,4,-7.73924355078599;323.5
5404,-7.73924355078599,323.5,1994,5,-7.73924355078599;323.5
5405,-7.73924355078599,323.5,1994,6,-7.73924355078599;323.5
5406,-7.73924355078599,323.5,1994,7,-7.73924355078599;323.5
5407,-7.73924355078599,323.5,1994,8,-7.73924355078599;323.5
5408,-7.73924355078599,323.5,1994,9,-7.73924355078599;323.5
5409,-7.73924355078599,323.5,1994,10,-7.73924355078599;323.5
5410,-7.73924355078599,323.5,1994,11,-7.73924355078599;323.5
5411,-7.73924355078599,323.5,1994,12,-7.73924355078599;323.5
5412,-7.73924355078599,323.5,1995,1,-7.73924355078599;323.5
5413,-7.73924355078599,323.5,1995,2,-7.73924355078599;323.5
5414,-7.73924355078599,323.5,1995,3,-7.73924355078599;323.5
5415,-7.73924355078599,323.5,1995,4,-7.73924355078599;323.5
5416,-7.73924355078599,323.5,1995,5,-7.73924355078599;323.5
5417,-7.73924355078599,323.5,1995,6,-7.73924355078599;323.5
5418,-7.73924355078599,323.5,1995,7,-7.73924355078599;323.5
5419,-7.73924355078599,323.5,1995,8,-7.73924355078599;323.5
5420,-7.73924355078599,323.5,1995,9,-7.73924355078599;323.5
5421,-7.73924355078599,323.5,1995,10,-7.73924355078599;323.5
5422,-7.73924355078599,323.5,1995,11,-7.73924355078599;323.5
5423,-7.73924355078599,323.5,1995,12,-7.73924355078599;323.5
5424,-7.73924355078599,323.5,1996,1,-7.73924355078599;323.5
5425,-7.73924355078599,323.5,1996,2,-7.73924355078599;323.5
5426,-7.73924355078599,323.5,1996,3,-7.73924355078599;323.5
5427,-7.73924355078599,323.5,1996,4,-7.73924355078599;323.5
5428,-7.73924355078599,323.5,1996,5,-7.73924355078599;323.5
5429,-7.73924355078599,323.5,1996,6,-7.73924355078599;323.5
5430,-7.73924355078599,323.5,1996,7,-7.73924355078599;323.5
5431,-7.73924355078599,323.5,1996,8,-7.73924355078599;323.5
5432,-7.73924355078599,323.5,1996,9,-7.73924355078599;323.5
5433,-7.73924355078599,323.5,1996,10,-7.73924355078599;323.5
5434,-7.73924355078599,323.5,1996,11,-7.73924355078599;323.5
5435,-7.73924355078599,323.5,1996,12,-7.73924355078599;323.5
5436,-7.73924355078599,323.5,1997,1,-7.73924355078599;323.5
5437,-7.73924355078599,323.5,1997,2,-7.73924355078599;323.5
5438,-7.73924355078599,323.5,1997,3,-7.73924355078599;323.5
5439,-7.73924355078599,323.5,1997,4,-7.73924355078599;323.5
5440,-7.73924355078599,323.5,1997,5,-7.73924355078599;323.5
5441,-7.73924355078599,323.5,1997,6,-7.73924355078599;323.5
5442,-7.73924355078599,323.5,1997,7,-7.73924355078599;323.5
5443,-7.73924355078599,323.5,1997,8,-7.73924355078599;323.5
5444,-7.73924355078599,323.5,1997,9,-7.73924355078599;323.5
5445,-7.73924355078599,323.5,1997,10,-7.73924355078599;323.5
5446,-7.73924355078599,323.5,1997,11,-7.73924355078599;323.5
5447,-7.73924355078599,323.5,1997,12,-7.73924355078599;323.5
5448,-7.73924355078599,323.5,1998,1,-7.73924355078599;323.5
5449,-7.73924355078599,323.5,1998,2,-7.73924355078599;323.5
5450,-7.73924355078599,323.5,1998,3,-7.73924355078599;323.5
5451,-7.73924355078599,323.5,1998,4,-7.73924355078599;323.5
5452,-7.73924355078599,323.5,1998,5,-7.73924355078599;323.5
5453,-7.73924355078599,323.5,1998,6,-7.73924355078599;323.5
5454,-7.73924355078599,323.5,1998,7,-7.73924355078599;323.5
5455,-7.73924355078599,323.5,1998,8,-7.73924355078599;323.5
5456,-7.73924355078599,323.5,1998,9,-7.73924355078599;323.5
5457,-7.73924355078599,323.5,1998,10,-7.73924355078599;323.5
5458,-7.73924355078599,323.5,1998,11,-7.73924355078599;323.5
5459,-7.73924355078599,323.5,1998,12,-7.73924355078599;323.5
5460,-7.73924355078599,323.5,1999,1,-7.73924355078599;323.5
5461,-7.73924355078599,323.5,1999,2,-7.73924355078599;323.5
5462,-7.73924355078599,323.5,1999,3,-7.73924355078599;323.5
5463,-7.73924355078599,323.5,1999,4,-7.73924355078599;323.5
5464,-7.73924355078599,323.5,1999,5,-7.73924355078599;323.5
5465,-7.73924355078599,323.5,1999,6,-7.73924355078599;323.5
5466,-7.73924355078599,323.5,1999,7,-7.73924355078599;323.5
5467,-7.73924355078599,323.5,1999,8,-7.73924355078599;323.5
5468,-7.73924355078599,323.5,1999,9,-7.73924355078599;323.5
5469,-7.73924355078599,323.5,1999,10,-7.73924355078599;323.5
5470,-7.73924355078599,323.5,1999,11,-7.73924355078599;323.5
5471,-7.73924355078599,323.5,1999,12,-7.73924355078599;323.5
5472,-7.73924355078599,323.5,2000,1,-7.73924355078599;323.5
5473,-7.73924355078599,323.5,2000,2,-7.73924355078599;323.5
5474,-7.73924355078599,323.5,2000,3,-7.73924355078599;323.5
5475,-7.73924355078599,323.5,2000,4,-7.73924355078599;323.5
5476,-7.73924355078599,323.5,2000,5,-7.73924355078599;323.5
5477,-7.73924355078599,323.5,2000,6,-7.73924355078599;323.5
5478,-7.73924355078599,323.5,2000,7,-7.73924355078599;323.5
5479,-7.73924355078599,323.5,2000,8,-7.73924355078599;323.5
5480,-7.73924355078599,323.5,2000,9,-7.73924355078599;323.5
5481,-7.73924355078599,323.5,2000,10,-7.73924355078599;323.5
5482,-7.73924355078599,323.5,2000,11,-7.73924355078599;323.5
5483,-7.73924355078599,323.5,2000,12,-7.73924355078599;323.5
5484,-7.73924355078599,323.5,2001,1,-7.73924355078599;323.5
5485,-7.73924355078599,323.5,2001,2,-7.73924355078599;323.5
5486,-7.73924355078599,323.5,2001,3,-7.73924355078599;323.5
5487,-7.73924355078599,323.5,2001,4,-7.73924355078599;323.5
5488,-7.73924355078599,323.5,2001,5,-7.73924355078599;323.5
5489,-7.73924355078599,323.5,2001,6,-7.73924355078599;323.5
5490,-7.73924355078599,323.5,2001,7,-7.73924355078599;323.5
5491,-7.73924355078599,323.5,2001,8,-7.73924355078599;323.5
5492,-7.73924355078599,323.5,2001,9,-7.73924355078599;323.5
5493,-7.73924355078599,323.5,2001,10,-7.73924355078599;323.5
5494,-7.73924355078599,323.5,2001,11,-7.73924355078599;323.5
5495,-7.73924355078599,323.5,2001,12,-7.73924355078599;323.5
5496,-7.73924355078599,323.5,2002,1,-7.73924355078599;323.5
5497,-7.73924355078599,323.5,2002,2,-7.73924355078599;323.5
5498,-7.73924355078599,323.5,2002,3,-7.73924355078599;323.5
5499,-7.73924355078599,323.5,2002,4,-7.73924355078599;323.5
5500,-7.73924355078599,323.5,2002,5,-7.73924355078599;323.5
5501,-7.73924355078599,323.5,2002,6,-7.73924355078599;323.5
5502,-7.73924355078599,323.5,2002,7,-7.73924355078599;323.5
5503,-7.73924355078599,323.5,2002,8,-7.73924355078599;323.5
5504,-7.73924355078599,323.5,2002,9,-7.73924355078599;323.5
5505,-7.73924355078599,323.5,2002,10,-7.73924355078599;323.5
5506,-7.73924355078599,323.5,2002,11,-7.73924355078599;323.5
5507,-7.73924355078599,323.5,2002,12,-7.73924355078599;323.5
5508,-7.73924355078599,323.5,2003,1,-7.73924355078599;323.5
5509,-7.73924355078599,323.5,2003,2,-7.73924355078599;323.5
5510,-7.73924355078599,323.5,2003,3,-7.73924355078599;323.5
5511,-7.73924355078599,323.5,2003,4,-7.73924355078599;323.5
5512,-7.73924355078599,323.5,2003,5,-7.73924355078599;323.5
5513,-7.73924355078599,323.5,2003,6,-7.73924355078599;323.5
5514,-7.73924355078599,323.5,2003,7,-7.73924355078599;323.5
5515,-7.73924355078599,323.5,2003,8,-7.73924355078599;323.5
5516,-7.73924355078599,323.5,2003,9,-7.73924355078599;323.5
5517,-7.73924355078599,323.5,2003,10,-7.73924355078599;323.5
5518,-7.73924355078599,323.5,2003,11,-7.73924355078599;323.5
5519,-7.73924355078599,323.5,2003,12,-7.73924355078599;323.5
5520,-7.73924355078599,323.5,2004,1,-7.73924355078599;323.5
5521,-7.73924355078599,323.5,2004,2,-7.73924355078599;323.5
5522,-7.73924355078599,323.5,2004,3,-7.73924355078599;323.5
5523,-7.73924355078599,323.5,2004,4,-7.73924355078599;323.5
5524,-7.73924355078599,323.5,2004,5,-7.73924355078599;323.5
5525,-7.73924355078599,323.5,2004,6,-7.73924355078599;323.5
5526,-7.73924355078599,323.5,2004,7,-7.73924355078599;323.5
5527,-7.73924355078599,323.5,2004,8,-7.73924355078599;323.5
5528,-7.73924355078599,323.5,2004,9,-7.73924355078599;323.5
5529,-7.73924355078599,323.5,2004,10,-7.73924355078599;323.5
5530,-7.73924355078599,323.5,2004,11,-7.73924355078599;323.5
5531,-7.73924355078599,323.5,2004,12,-7.73924355078599;323.5
5532,-7.73924355078599,323.5,2005,1,-7.73924355078599;323.5
5533,-7.73924355078599,323.5,2005,2,-7.73924355078599;323.5
5534,-7.73924355078599,323.5,2005,3,-7.73924355078599;323.5
5535,-7.73924355078599,323.5,2005,4,-7.73924355078599;323.5
5536,-7.73924355078599,323.5,2005,5,-7.73924355078599;323.5
5537,-7.73924355078599,323.5,2005,6,-7.73924355078599;323.5
5538,-7.73924355078599,323.5,2005,7,-7.73924355078599;323.5
5539,-7.73924355078599,323.5,2005,8,-7.73924355078599;323.5
5540,-7.73924355078599,323.5,2005,9,-7.73924355078599;323.5
5541,-7.73924355078599,323.5,2005,10,-7.73924355078599;323.5
5542,-7.73924355078599,323.5,2005,11,-7.73924355078599;323.5
5543,-7.73924355078599,323.5,2005,12,-7.73924355078599;323.5
5544,-7.73924355078599,323.5,2006,1,-7.73924355078599;323.5
5545,-7.73924355078599,323.5,2006,2,-7.73924355078599;323.5
5546,-7.73924355078599,323.5,2006,3,-7.73924355078599;323.5
5547,-7.73924355078599,323.5,2006,4,-7.73924355078599;323.5
5548,-7.73924355078599,323.5,2006,5,-7.73924355078599;323.5
5549,-7.73924355078599,323.5,2006,6,-7.73924355078599;323.5
5550,-7.73924355078599,323.5,2006,7,-7.73924355078599;323.5
5551,-7.73924355078599,323.5,2006,8,-7.73924355078599;323.5
5552,-7.73924355078599,323.5,2006,9,-7.73924355078599;323.5
5553,-7.73924355078599,323.5,2006,10,-7.73924355078599;323.5
5554,-7.73924355078599,323.5,2006,11,-7.73924355078599;323.5
5555,-7.73924355078599,323.5,2006,12,-7.73924355078599;323.5
5556,-7.73924355078599,323.5,2007,1,-7.73924355078599;323.5
5557,-7.73924355078599,323.5,2007,2,-7.73924355078599;323.5
5558,-7.73924355078599,323.5,2007,3,-7.73924355078599;323.5
5559,-7.73924355078599,323.5,2007,4,-7.73924355078599;323.5
5560,-7.73924355078599,323.5,2007,5,-7.73924355078599;323.5
5561,-7.73924355078599,323.5,2007,6,-7.73924355078599;323.5
5562,-7.73924355078599,323.5,2007,7,-7.73924355078599;323.5
5563,-7.73924355078599,323.5,2007,8,-7.73924355078599;323.5
5564,-7.73924355078599,323.5,2007,9,-7.73924355078599;323.5
5565,-7.73924355078599,323.5,2007,10,-7.73924355078599;323.5
5566,-7.73924355078599,323.5,2007,11,-7.73924355078599;323.5
5567,-7.73924355078599,323.5,2007,12,-7.73924355078599;323.5
5568,-7.73924355078599,323.5,2008,1,-7.73924355078599;323.5
5569,-7.73924355078599,323.5,2008,2,-7.73924355078599;323.5
5570,-7.73924355078599,323.5,2008,3,-7.73924355078599;323.5
5571,-7.73924355078599,323.5,2008,4,-7.73924355078599;323.5
5572,-7.73924355078599,323.5,2008,5,-7.73924355078599;323.5
5573,-7.73924355078599,323.5,2008,6,-7.73924355078599;323.5
5574,-7.73924355078599,323.5,2008,7,-7.73924355078599;323.5
5575,-7.73924355078599,323.5,2008,8,-7.73924355078599;323.5
5576,-7.73924355078599,323.5,2008,9,-7.73924355078599;323.5
5577,-7.73924355078599,323.5,2008,10,-7.73924355078599;323.5
5578,-7.73924355078599,323.5,2008,11,-7.73924355078599;323.5
5579,-7.73924355078599,323.5,2008,12,-7.73924355078599;323.5
5580,-7.73924355078599,323.5,2009,1,-7.73924355078599;323.5
5581,-7.73924355078599,323.5,2009,2,-7.73924355078599;323.5
5582,-7.73924355078599,323.5,2009,3,-7.73924355078599;323.5
5583,-7.73924355078599,323.5,2009,4,-7.73924355078599;323.5
5584,-7.73924355078599,323.5,2009,5,-7.73924355078599;323.5
5585,-7.73924355078599,323.5,2009,6,-7.73924355078599;323.5
5586,-7.73924355078599,323.5,2009,7,-7.73924355078599;323.5
5587,-7.73924355078599,323.5,2009,8,-7.73924355078599;323.5
5588,-7.73924355078599,323.5,2009,9,-7.73924355078599;323.5
5589,-7.73924355078599,323.5,2009,10,-7.73924355078599;323.5
5590,-7.73924355078599,323.5,2009,11,-7.73924355078599;323.5
5591,-7.73924355078599,323.5,2009,12,-7.73924355078599;323.5
5592,-7.73924355078599,323.5,2010,1,-7.73924355078599;323.5
5593,-7.73924355078599,323.5,2010,2,-7.73924355078599;323.5
5594,-7.73924355078599,323.5,2010,3,-7.73924355078599;323.5
5595,-7.73924355078599,323.5,2010,4,-7.73924355078599;323.5
5596,-7.73924355078599,323.5,2010,5,-7.73924355078599;323.5
5597,-7.73924355078599,323.5,2010,6,-7.73924355078599;323.5
5598,-7.73924355078599,323.5,2010,7,-7.73924355078599;323.5
5599,-7.73924355078599,323.5,2010,8,-7.73924355078599;323.5
5600,-7.73924355078599,323.5,2010,9,-7.73924355078599;323.5
5601,-7.73924355078599,323.5,2010,10,-7.73924355078599;323.5
5602,-7.73924355078599,323.5,2010,11,-7.73924355078599;323.5
5603,-7.73924355078599,323.5,2010,12,-7.73924355078599;323.5
5604,-7.73924355078599,323.5,2011,1,-7.73924355078599;323.5
5605,-7.73924355078599,323.5,2011,2,-7.73924355078599;323.5
5606,-7.73924355078599,323.5,2011,3,-7.73924355078599;323.5
5607,-7.73924355078599,323.5,2011,4,-7.73924355078599;323.5
5608,-7.73924355078599,323.5,2011,5,-7.73924355078599;323.5
5609,-7.73924355078599,323.5,2011,6,-7.73924355078599;323.5
5610,-7.73924355078599,323.5,2011,7,-7.73924355078599;323.5
5611,-7.73924355078599,323.5,2011,8,-7.73924355078599;323.5
5612,-7.73924355078599,323.5,2011,9,-7.73924355078599;323.5
5613,-7.73924355078599,323.5,2011,10,-7.73924355078599;323.5
5614,-7.73924355078599,323.5,2011,11,-7.73924355078599;323.5
5615,-7.73924355078599,323.5,2011,12,-7.73924355078599;323.5
5616,-7.73924355078599,323.5,2012,1,-7.73924355078599;323.5
5617,-7.73924355078599,323.5,2012,2,-7.73924355078599;323.5
5618,-7.73924355078599,323.5,2012,3,-7.73924355078599;323.5
5619,-7.73924355078599,323.5,2012,4,-7.73924355078599;323.5
5620,-7.73924355078599,323.5,2012,5,-7.73924355078599;323.5
5621,-7.73924355078599,323.5,2012,6,-7.73924355078599;323.5
5622,-7.73924355078599,323.5,2012,7,-7.73924355078599;323.5
5623,-7.73924355078599,323.5,2012,8,-7.73924355078599;323.5
5624,-7.73924355078599,323.5,2012,9,-7.73924355078599;323.5
5625,-7.73924355078599,323.5,2012,10,-7.73924355078599;323.5
5626,-7.73924355078599,323.5,2012,11,-7.73924355078599;323.5
5627,-7.73924355078599,323.5,2012,12,-7.73924355078599;323.5
5628,-7.73924355078599,323.5,2013,1,-7.73924355078599;323.5
5629,-7.73924355078599,323.5,2013,2,-7.73924355078599;323.5
5630,-7.73924355078599,323.5,2013,3,-7.73924355078599;323.5
5631,-7.73924355078599,323.5,2013,4,-7.73924355078599;323.5
5632,-7.73924355078599,323.5,2013,5,-7.73924355078599;323.5
5633,-7.73924355078599,323.5,2013,6,-7.73924355078599;323.5
5634,-7.73924355078599,323.5,2013,7,-7.73924355078599;323.5
5635,-7.73924355078599,323.5,2013,8,-7.73924355078599;323.5
5636,-7.73924355078599,323.5,2013,9,-7.73924355078599;323.5
5637,-7.73924355078599,323.5,2013,10,-7.73924355078599;323.5
5638,-7.73924355078599,323.5,2013,11,-7.73924355078599;323.5
5639,-7.73924355078599,323.5,2013,12,-7.73924355078599;323.5
5640,-7.73924355078599,323.5,2014,1,-7.73924355078599;323.5
5641,-7.73924355078599,323.5,2014,2,-7.73924355078599;323.5
5642,-7.73924355078599,323.5,2014,3,-7.73924355078599;323.5
5643,-7.73924355078599,323.5,2014,4,-7.73924355078599;323.5
5644,-7.73924355078599,323.5,2014,5,-7.73924355078599;323.5
5645,-7.73924355078599,323.5,2014,6,-7.73924355078599;323.5
5646,-7.73924355078599,323.5,2014,7,-7.73924355078599;323.5
5647,-7.73924355078599,323.5,2014,8,-7.73924355078599;323.5
5648,-7.73924355078599,323.5,2014,9,-7.73924355078599;323.5
5649,-7.73924355078599,323.5,2014,10,-7.73924355078599;323.5
5650,-7.73924355078599,323.5,2014,11,-7.73924355078599;323.5
5651,-7.73924355078599,323.5,2014,12,-7.73924355078599;323.5
5652,-7.73924355078599,323.5,2015,1,-7.73924355078599;323.5
5653,-7.73924355078599,323.5,2015,2,-7.73924355078599;323.5
5654,-7.73924355078599,323.5,2015,3,-7.73924355078599;323.5
5655,-7.73924355078599,323.5,2015,4,-7.73924355078599;323.5
5656,-7.73924355078599,323.5,2015,5,-7.73924355078599;323.5
5657,-7.73924355078599,323.5,2015,6,-7.73924355078599;323.5
5658,-7.73924355078599,323.5,2015,7,-7.73924355078599;323.5
5659,-7.73924355078599,323.5,2015,8,-7.73924355078599;323.5
5660,-7.73924355078599,323.5,2015,9,-7.73924355078599;323.5
5661,-7.73924355078599,323.5,2015,10,-7.73924355078599;323.5
5662,-7.73924355078599,323.5,2015,11,-7.73924355078599;323.5
5663,-7.73924355078599,323.5,2015,12,-7.73924355078599;323.5
5664,-7.73924355078599,323.5,2016,1,-7.73924355078599;323.5
5665,-7.73924355078599,323.5,2016,2,-7.73924355078599;323.5
5666,-7.73924355078599,323.5,2016,3,-7.73924355078599;323.5
5667,-7.73924355078599,323.5,2016,4,-7.73924355078599;323.5
5668,-7.73924355078599,323.5,2016,5,-7.73924355078599;323.5
5669,-7.73924355078599,323.5,2016,6,-7.73924355078599;323.5
5670,-7.73924355078599,323.5,2016,7,-7.73924355078599;323.5
5671,-7.73924355078599,323.5,2016,8,-7.73924355078599;323.5
5672,-7.73924355078599,323.5,2016,9,-7.73924355078599;323.5
5673,-7.73924355078599,323.5,2016,10,-7.73924355078599;323.5
5674,-7.73924355078599,323.5,2016,11,-7.73924355078599;323.5
5675,-7.73924355078599,323.5,2016,12,-7.73924355078599;323.5
5676,-7.73924355078599,323.5,2017,1,-7.73924355078599;323.5
5677,-7.73924355078599,323.5,2017,2,-7.73924355078599;323.5
5678,-7.73924355078599,323.5,2017,3,-7.73924355078599;323.5
5679,-7.73924355078599,323.5,2017,4,-7.73924355078599;323.5
5680,-7.73924355078599,323.5,2017,5,-7.73924355078599;323.5
5681,-7.73924355078599,323.5,2017,6,-7.73924355078599;323.5
5682,-7.73924355078599,323.5,2017,7,-7.73924355078599;323.5
5683,-7.73924355078599,323.5,2017,8,-7.73924355078599;323.5
5684,-7.73924355078599,323.5,2017,9,-7.73924355078599;323.5
5685,-7.73924355078599,323.5,2017,10,-7.73924355078599;323.5
5686,-7.73924355078599,323.5,2017,11,-7.73924355078599;323.5
5687,-7.73924355078599,323.5,2017,12,-7.73924355078599;323.5
5688,-7.73924355078599,323.5,2018,1,-7.73924355078599;323.5
5689,-7.73924355078599,323.5,2018,2,-7.73924355078599;323.5
5690,-7.73924355078599,323.5,2018,3,-7.73924355078599;323.5
5691,-7.73924355078599,323.5,2018,4,-7.73924355078599;323.5
5692,-7.73924355078599,323.5,2018,5,-7.73924355078599;323.5
5693,-7.73924355078599,323.5,2018,6,-7.73924355078599;323.5
5694,-7.73924355078599,323.5,2018,7,-7.73924355078599;323.5
5695,-7.73924355078599,323.5,2018,8,-7.73924355078599;323.5
5696,-7.73924355078599,323.5,2018,9,-7.73924355078599;323.5
5697,-7.73924355078599,323.5,2018,10,-7.73924355078599;323.5
5698,-7.73924355078599,323.5,2018,11,-7.73924355078599;323.5
5699,-7.73924355078599,323.5,2018,12,-7.73924355078599;323.5
5700,-7.73924355078599,323.5,2019,1,-7.73924355078599;323.5
5701,-7.73924355078599,323.5,2019,2,-7.73924355078599;323.5
5702,-7.73924355078599,323.5,2019,3,-7.73924355078599;323.5
5703,-7.73924355078599,323.5,2019,4,-7.73924355078599;323.5
