,lat,lon,ano,mes,pr
1714,-8.238549579800534,321.5,2029,11,0.0001262229392485794
1715,-8.238549579800534,321.5,2029,12,0.00048957275194044
1716,-8.238549579800534,321.5,2030,1,0.001472948771106
1717,-8.238549579800534,321.5,2030,2,0.0038763686053
1718,-8.238549579800534,321.5,2030,3,0.0045246026057999995
1719,-8.238549579800534,321.5,2030,4,0.00133875373004
1720,-8.238549579800534,321.5,2030,5,0.00016748014834
1721,-8.238549579800534,321.5,2030,6,7.185945566397e-05
1722,-8.238549579800534,321.5,2030,7,5.5238084438369994e-05
1723,-8.238549579800534,321.5,2030,8,3.1867251744112e-05
1724,-8.238549579800534,321.5,2030,9,4.521304929213315e-05
1725,-8.238549579800534,321.5,2030,10,1.50742934382878e-06
1726,-8.238549579800534,321.5,2030,11,0.00033214827967681214
1727,-8.238549579800534,321.5,2030,12,0.0001396249702623
1728,-8.238549579800534,321.5,2031,1,0.0018598002494150802
1729,-8.238549579800534,321.5,2031,2,0.002007765730837
1730,-8.238549579800534,321.5,2031,3,0.003540029454155
1731,-8.238549579800534,321.5,2031,4,0.0024859778392
1732,-8.238549579800534,321.5,2031,5,0.00036106804461
1733,-8.238549579800534,321.5,2031,6,7.4718266556776e-05
1734,-8.238549579800534,321.5,2031,7,4.67268433666e-05
1735,-8.238549579800534,321.5,2031,8,4.0123575902141e-05
1736,-8.238549579800534,321.5,2031,9,6.3625707086256e-06
1737,-8.238549579800534,321.5,2031,10,1.9474007273112e-05
1738,-8.238549579800534,321.5,2031,11,0.0006516663210345
1739,-8.238549579800534,321.5,2031,12,0.0029553089571
1740,-8.238549579800534,321.5,2032,1,0.0023842232773982003
1741,-8.238549579800534,321.5,2032,2,0.0030895716645306997
1742,-8.238549579800534,321.5,2032,3,0.0044577116336
1743,-8.238549579800534,321.5,2032,4,0.0016067742372014898
1744,-8.238549579800534,321.5,2032,5,0.0005981384075
1745,-8.238549579800534,321.5,2032,6,0.000155678975723
1746,-8.238549579800534,321.5,2032,7,5.224753796812e-05
1747,-8.238549579800534,321.5,2032,8,6.2948597421687e-05
1748,-8.238549579800534,321.5,2032,9,6.1787686277414e-06
1749,-8.238549579800534,321.5,2032,10,0.00015513019454455897
1750,-8.238549579800534,321.5,2032,11,0.0020533630686035
1751,-8.238549579800534,321.5,2032,12,0.00049586462958823
1752,-8.238549579800534,321.5,2033,1,0.00488950902345
1753,-8.238549579800534,321.5,2033,2,0.00324727660667
1754,-8.238549579800534,321.5,2033,3,0.003697186010893
1755,-8.238549579800534,321.5,2033,4,0.0029894390763
1756,-8.238549579800534,321.5,2033,5,0.0013933697843950001
1757,-8.238549579800534,321.5,2033,6,0.00013833121086462998
1758,-8.238549579800534,321.5,2033,7,0.00016919369822534
1759,-8.238549579800534,321.5,2033,8,4.6357251743526995e-05
1760,-8.238549579800534,321.5,2033,9,9.29763688986693e-06
1761,-8.238549579800534,321.5,2033,10,7.80524247058412e-06
1762,-8.238549579800534,321.5,2033,11,0.001376976207422765
1763,-8.238549579800534,321.5,2033,12,0.00016677315881982147
1764,-8.238549579800534,321.5,2034,1,0.000247741027195
1765,-8.238549579800534,321.5,2034,2,0.0033464779124
1766,-8.238549579800534,321.5,2034,3,0.002129542377647
1767,-8.238549579800534,321.5,2034,4,0.001396271646774
1768,-8.238549579800534,321.5,2034,5,0.00042823810228
1769,-8.238549579800534,321.5,2034,6,0.0003478426843035
1770,-8.238549579800534,321.5,2034,7,7.8990035973e-05
1771,-8.238549579800534,321.5,2034,8,4.885914015331e-05
1772,-8.238549579800534,321.5,2034,9,1.03586502796145e-05
1773,-8.238549579800534,321.5,2034,10,1.71752114886e-05
1774,-8.238549579800534,321.5,2034,11,0.00020904239049230046
1775,-8.238549579800534,321.5,2034,12,0.0005212338464545
1776,-8.238549579800534,321.5,2035,1,0.001530159313686
1777,-8.238549579800534,321.5,2035,2,0.0041885981322
1778,-8.238549579800534,321.5,2035,3,0.0046152121358
1779,-8.238549579800534,321.5,2035,4,0.0025375277229
1780,-8.238549579800534,321.5,2035,5,0.0011906122378
1781,-8.238549579800534,321.5,2035,6,8.383865310278e-05
1782,-8.238549579800534,321.5,2035,7,0.00011656935534123001
1783,-8.238549579800534,321.5,2035,8,5.7348243551823004e-05
1784,-8.238549579800534,321.5,2035,9,1.357668353866055e-05
1785,-8.238549579800534,321.5,2035,10,4.818319068080001e-06
